7070.9,10.0,10358.0,15880.0,10.0,10.0,158.5,10.0,10.0,302.5,149.1,1050.1,1044.5,3962.3,1
839.0,10.0,87.0,138.0,10.0,10.0,13.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,2
125.0,10.0,5150.0,16000.0,10.0,425.0,75.0,10.0,30.0,141.0,709.0,1356.0,1323.0,2154.0,1
79.0,97.0,205.0,852.0,429.0,10.0,10.0,10.0,290.0,10.0,10.0,28.0,10.0,110.0,2
16000.0,70.0,2006.0,2423.0,10.0,678.0,125.0,10.0,10.0,10.0,10.0,264.0,690.0,2608.0,1
320.0,26.0,1025.0,5653.0,402.0,10.0,10.0,10.0,34.0,10.0,158.0,86.0,10.0,369.0,2
503.0,26.0,2578.0,16000.0,10.0,190.0,117.0,10.0,87.0,130.0,412.0,356.0,10.0,3131.0,1
10.0,221.0,10.0,10.0,610.0,10.0,10.0,10.0,119.0,10.0,10.0,10.0,10.0,202.0,2
95.0,10.0,2171.0,12604.0,283.0,13.0,60.0,10.0,1941.0,10.0,1003.0,1209.0,10.0,99.0,2
10.0,98.0,2705.0,16000.0,24.0,160.0,10.0,10.0,22.0,451.0,1949.0,2169.0,1780.0,2389.0,1
105.0,10.0,6084.0,16000.0,211.0,226.0,10.0,10.0,205.0,350.0,3271.0,1490.0,5554.0,11521.0,1
340.0,179.0,151.0,253.0,10.0,10.0,10.0,152.0,215.0,10.0,10.0,39.0,10.0,136.0,2
62.0,10.0,2208.0,16000.0,119.0,212.0,10.0,10.0,91.0,10.0,870.0,1827.0,2084.0,3268.0,1
10.0,10.0,2992.0,16000.0,241.0,1390.0,1949.0,10.0,10.0,90.0,10.0,2089.0,2514.0,1734.0,1
63.0,10.0,636.0,16000.0,10.0,10.0,99.0,121.0,10.0,10.0,10.0,10.0,10.0,160.0,2
63.0,78.0,1033.0,15562.0,46.0,10.0,10.0,10.0,46.0,145.0,10.0,62.0,10.0,125.0,2
933.0,213.0,10.0,492.0,10.0,10.0,155.0,1367.0,10.0,10.0,10.0,10.0,10.0,136.0,2
13068.0,10.0,885.0,16000.0,10.0,10.0,157.0,10.0,98.0,10.0,10.0,10.0,110.0,383.0,2
227.0,114.0,223.0,6890.0,377.0,10.0,10.0,111.0,8840.0,10.0,220.0,68.0,10.0,115.0,2
10.0,129.0,76.0,575.0,396.0,10.0,71.0,10.0,247.0,10.0,10.0,10.0,10.0,487.0,2
1617.0,10.0,7600.0,16000.0,10.0,597.0,275.0,10.0,40.0,10.0,781.0,118.0,1169.0,2920.0,1
348.0,640.0,28.0,750.0,1860.0,130.0,16.0,10.0,4402.0,145.0,10.0,13.0,10.0,20.0,2
111.0,84.0,2194.0,1458.0,10.0,10.0,10.0,36.0,76.0,10.0,10.0,192.0,10.0,44.0,2
10185.0,10.0,423.0,15737.0,191.0,10.0,32.0,1735.0,102.0,10.0,191.0,18.0,10.0,24.0,2
80.0,76.0,85.0,443.0,215.0,10.0,10.0,10.0,1181.0,10.0,10.0,56.0,10.0,215.0,2
317.0,10.0,10999.0,16000.0,129.0,1138.0,630.0,10.0,69.0,824.0,187.0,412.0,1469.0,14207.0,1
204.0,21.0,2363.0,16000.0,10.0,498.0,302.0,10.0,118.0,10.0,435.0,46.0,604.0,3042.0,1
532.0,10.0,10.0,656.0,368.0,10.0,10.0,1434.0,1391.0,12.0,10.0,349.0,10.0,558.0,2
39.0,10.0,3542.0,16000.0,10.0,107.0,10.0,10.0,10.0,347.0,1613.0,634.0,10.0,3163.0,1
312.0,65.0,600.0,15347.0,53.0,10.0,10.0,10.0,221.0,10.0,10.0,10.0,10.0,187.0,2
309.0,10.0,8181.0,16000.0,309.0,376.0,345.0,10.0,194.0,10.0,40.0,738.0,1116.0,16000.0,1
32.0,198.0,45.0,501.0,905.0,10.0,10.0,296.0,10408.0,147.0,10.0,47.0,10.0,1082.0,2
745.0,10.0,10.0,492.0,435.0,10.0,121.0,10.0,10.0,10.0,10.0,10.0,10.0,988.0,2
